"","id","speaker_id","transcript_id","gloss","part_of_speech","target_child_id"
"4945",3792998,5482,9729,"and the bell ring","coord det:art n n",5482
"4946",3792999,5482,9722,"and then after they ate Sarah wanted to go go walk and explore","coord adv:tem conj pro:sub v n:prop v inf v n coord v",5482
"4947",3793000,5482,9721,"there was a boy","pro:exist cop det:art n",5482
"4948",3793002,5482,9709,"but it's just kinda real interesting","conj pro:per adj adv adj n:gerund",5482
"4949",3793003,5482,9724,"once there was a spaceship","adv adv cop det:art",5482
"4950",3793004,5482,9723,"he made a big splash","pro:sub v det:art adj n",5482
"4951",3793005,5482,9734,"the boy order a Big_Mac with fries and a chocolate shake","det:art n n det:art n:prop prep n coord det:art n n",5482
"4952",3793006,5482,9725,"but then it ra um it just drove aw drived away","conj adv:tem pro:per adv v adv",5482
"4953",3793007,5482,9728,"the clock rang","det:art n v",5482
"4954",3793008,5482,9733,"and they had to go back home","coord pro:sub v inf v adv n",5482
"4955",3793009,5482,9721,"d can I name the boy","mod pro:sub v det:art n",5482
"4956",3793010,5482,9729,"and he's got late","coord pro:sub v adj",5482
"4957",3793011,5482,9727,"and then uh when he showed up at school the um principal um was showing him that he is late","coord adv:tem conj pro:sub v adv prep n det:art n aux part pro:obj pro:rel pro:sub cop adj",5482
"4958",3793012,5482,9715,"so he was running after the school bus","co pro:sub aux part prep det:art n n",5482
"4959",3793013,5482,9724,"and it was in the sky when people looked up because they thought it was an airplane","coord pro:per cop prep det:art n conj n cop adv conj pro:sub v pro:per cop det:art n",5482
"4960",3793014,5482,9728,"and the boy went","coord det:art n v",5482
"4961",3793015,5482,9729,"and he has to eat breakfast so fast","coord pro:sub aux inf v n adv adv",5482
"4962",3793016,5482,9723,"and he was about to be late for school","coord pro:sub cop adv inf cop adj prep n",5482
"4963",3793017,5482,9726,"and he got some cereal","coord pro:sub v qn n",5482
"4964",3793018,5482,9730,"when the worker said if it it it costs twelve dollars and fifty cents","det:art n v pro:per v det:num n coord det:num n",5482
"4965",3793019,5482,9731,"the boy um at mor at the morning the boy wake woke up","prep det:art n det:art n v adv",5482
"4966",3793021,5482,9734,"and the mom ordered a salad","coord det:art n v det:art n",5482
"4967",3793022,5482,9722,"when when they were exploring they saw a spaceship","conj pro:sub aux part pro:sub v det:art",5482
"4968",3793024,5482,9728,"the boy get on the xxx","det:art n v prep det:art",5482
"4969",3793025,5482,9709,"I'm trying to think as best as I can","pro:sub part inf v prep adj conj pro:sub mod",5482
"4970",3793026,5482,9725,"then the a teacher came out and say you're late for school","adv:tem det:art n v adv coord v pro:per adj prep n",5482
"4971",3793027,5482,9726,"he poured the milk and dropped it all over the counter","pro:sub v det:art n coord v pro:per adv prep det:art n",5482
"4972",3793028,5482,9721,"there was a boy named Sam","pro:exist cop det:art n part n:prop",5482
"4973",3793029,5482,9715,"but the school bus was too fast","conj det:art n n cop adv adv",5482
"4974",3793030,5482,9729,"then he got to get clothes up tie his shoe","adv:tem pro:sub v inf v n:pt adv v det:poss n",5482
"4975",3793031,5482,9732,"go to the go to school","v prep n",5482
"4976",3793032,5482,9734,"the burger cost twelve dollars","det:art n part det:num n",5482
"4977",3793033,5482,9723,"he was goin he was tying his shoes","pro:sub aux part det:poss n",5482
"4978",3793034,5482,9722,"and the people were coming out of the spaceship","coord det:art n aux part adv prep det:art",5482
"4979",3793035,5482,9728,"the boy was raising milk","det:art n aux part n",5482
"4980",3793036,5482,9721,"when Sam woke up one morning he realized that he was late for school","conj n:prop v adv det:num n pro:sub v pro:rel pro:sub cop adj prep n",5482
"4981",3793037,5482,9715,"so Nicholas was too late for school","co n:prop cop adv adj prep n",5482
"4982",3793038,5482,9731,"the c the clock rang","det:art n v",5482
"4983",3793040,5482,9709,"but that's the end","conj pro:dem det:art n",5482
"4984",3793042,5482,9726,"and he looked at the time","coord pro:sub cop prep det:art n",5482
"4985",3793043,5482,9727,"once there were two children who went to the park and saw aliens coming out of the ship","adv adv cop det:num n pro:rel v prep det:art n coord v n part adv prep det:art n",5482
"4986",3793044,5482,9734,"and that's all I can remember","pro:dem pro:indef pro:sub mod v",5482
"4987",3793045,5482,9729,"the pieces broke off","det:art n v adv",5482
"4988",3793046,5482,9725,"and then the boy was really sad","coord adv:tem det:art n cop adv adj",5482
"4989",3793047,5482,9733,"don't know","",5482
"4990",3793048,5482,9724,"but only it wasn't landed right like the forest","conj qn pro:per aux part n prep det:art n",5482
"4991",3793049,5482,9709,"they said hi","pro:sub v co",5482
"4992",3793050,5482,9728,"and um he","coord pro:sub",5482
"4993",3793051,5482,9732,"uh t uh c then they mom and they they come back from school","adv:tem pro:sub n coord pro:sub v adv prep n",5482
"4994",3793052,5482,9730,"the when when the m when mother got the when y when mother was getting the purse out she didn't know it was there","conj n aux part det:art v adv pro:sub mod v pro:per cop adv",5482
"4995",3793053,5482,9731,"and the boy the boy rushed to brush hi uh to eat cereal and tie his shoe cou so he so could go to school","coord det:art n part inf v n coord v det:poss n adv mod v prep n",5482
"4996",3793054,5482,9733,"uh a boy was hungry","det:art n cop adj",5482
"4997",3793055,5482,9729,"then then then he turned to go out go to the bus","adv:tem pro:sub v inf v prep det:art n",5482
"4998",3793056,5482,9723,"and the string for his shoelace broke","coord det:art n prep det:poss adj",5482
"4999",3793057,5482,9715,"and the teacher said just just just too late","coord det:art n part adv adv adj",5482
"5000",3793058,5482,9726,"then he got ready","adv:tem pro:sub v adj",5482
"5001",3793059,5482,9709,"and then they played a little bit","coord adv:tem pro:sub v det:art adj n",5482
"5002",3793060,5482,9722,"there was a little alien dog little girl alien a mom alien dad alien and a boy alien coming to live here with some people","pro:exist cop det:art adj n n adj n adj det:art n n n n coord det:art n n part inf v adv prep qn n",5482
"5003",3793062,5482,9728,"it time to go","pro:per v inf v",5482
"5004",3793063,5482,9721,"he hurried up and tried to get breakfast but he spilled he spilled the milk all over","pro:sub v adv coord v inf v n conj pro:sub v det:art n adv adv",5482
"5005",3793064,5482,9725,"okay the story is called The_Aliens_Who_Land_On_The_Planet_Earth","co det:art n aux part n:prop",5482
"5006",3793065,5482,9726,"and he wa was tying his shoe","coord pro:sub aux part det:poss n",5482
"5007",3793066,5482,9735,"yeah","co",5482
"5008",3793068,5482,9734,"once there been a boy who woked up","adv adv cop det:art n pro:rel v adv",5482
"5009",3793069,5482,9724,"and they were aliens coming out of it","coord pro:sub cop n part adv prep pro:per",5482
"5010",3793071,5482,9723,"then he was out the door and he was tryi","adv:tem pro:sub aux adv det:art n",5482
"5011",3793072,5482,9733,"he wanted to get some food","pro:sub v inf v qn n",5482
"5012",3793073,5482,9709,"then they went home like that","adv:tem pro:sub v adv prep pro:dem",5482
"5013",3793074,5482,9728,"and h the milk spilt on on the floor","det:art n v prep det:art n",5482
"5014",3793075,5482,9715,"one day uh Allie and um um Allie and Vic um went down to a park and um and to uh to play and um play and eat","det:num n n:prop coord n:prop v adv prep det:art n inf v coord v",5482
"5015",3793077,5482,9725,"there is a boy and a girl","adv cop det:art n coord det:art n",5482
"5016",3793078,5482,9729,"and he missed it","coord pro:sub v pro:per",5482
"5017",3793079,5482,9727,"Lisa thought it could be friends","n:prop v pro:per mod cop n",5482
"5018",3793081,5482,9726,"and his lace broke","coord det:poss n adj",5482
"5019",3793082,5482,9734,"um then he got his breakfast","adv:tem pro:sub v det:poss n",5482
"5020",3793084,5482,9709,"they all went home like that","pro:sub post v adv prep pro:dem",5482
"5021",3793085,5482,9729,"and he couldn't go to school","coord pro:sub mod v prep n",5482
"5022",3793086,5482,9736,"when the boy and girl got back from school the mother asked what do you want to have for dinner","conj det:art n coord n v adv prep n det:art n v pro:int mod pro:per v inf v prep n",5482
"5023",3793087,5482,9737,"um on tuesday they they went asked they wanted if they could go Mcdonalds","prep n pro:sub v conj pro:sub mod v n:prop",5482
"5024",3793088,5482,9724,"and girl Michelle wanted to say hi","coord n n:prop v inf v co",5482
"5025",3793089,5482,9721,"when he tried to d tie his shoe the lace broke and hit him on the leg","conj pro:sub v inf v det:poss n det:art n v coord v pro:obj prep det:art n",5482
"5026",3793090,5482,9726,"and after that he went out the door and to go to the school bus","coord conj det:dem pro:sub v prep det:art n inf v prep det:art n n",5482
"5027",3793091,5482,9733,"it's the milk spilled","det:art n v",5482
"5028",3793092,5482,9727,"so she grabbed David and said come on David","co pro:sub v n:prop coord v v prep n:prop",5482
"5029",3793093,5482,9725,"and they are walking around to go to the park","coord pro:sub aux part adv inf v prep det:art n",5482
"5030",3793094,5482,9730,"it was still in the kitchen counter at home","pro:per cop adv prep det:art n n prep n",5482
"5031",3793095,5482,9723,"and the school bus was already um going down the road","coord det:art n n cop adv part prep det:art n",5482
"5032",3793096,5482,9728,"and the boy was pull the tie","coord det:art n aux v det:art n",5482
"5033",3793097,5482,9709,"the end","det:art n",5482
"5034",3793098,5482,9734,"and he spills some of the milk","coord pro:sub v qn prep det:art n",5482
"5035",3793099,5482,9732,"and th they mom say h they go out tonight","coord pro:sub n v pro:sub v adv adv:tem",5482
"5036",3793101,5482,9729,"and th the boy wants to walk to school","coord det:art n v inf v prep n",5482
"5037",3793103,5482,9722,"when they saw it Sarah wanted to go and meet meet them","conj pro:sub v pro:per n:prop v inf v coord v pro:obj",5482
"5038",3793104,5482,9733,"he was running","pro:sub aux part",5482
"5039",3793105,5482,9724,"but her brothers said um it was a bad idea","conj det:poss n v pro:per cop det:art adj n",5482
"5040",3793106,5482,9731,"and um when he came out the bus went went um went to to the school ready","coord conj pro:sub v prep det:art n v prep det:art n adj",5482
"5041",3793107,5482,9728,"and then the tie rip","coord adv:tem det:art n v",5482
"5042",3793108,5482,9727,"let's go see who they are","v v v pro:int pro:sub cop",5482
"5043",3793109,5482,9737,"and they jumped in the car","coord pro:sub v prep det:art n",5482
"5044",3793110,5482,9733,"he was k trying to catch the bus","pro:sub aux part inf v det:art n",5482
"5045",3793111,5482,9730,"so Lisa and Ryan get back to the car drove home got the purse and went back to Mcdonalds","co n:prop coord n:prop v adv prep det:art n v n v det:art n coord v adv prep n:prop",5482
"5046",3793112,5482,9725,"when suddenly they hide in the bush","adv:int adv pro:sub v prep det:art n",5482
"5047",3793113,5482,9723,"then he was late for school","adv:tem pro:sub cop adj prep n",5482
"5048",3793114,5482,9726,"but the school bus was already leaving","conj det:art n n cop adv part",5482
"5049",3793116,5482,9734,"then he broked his shoe","adv:tem pro:sub v det:poss n",5482
"5050",3793117,5482,9729,"and the teacher and the teacher say you are late because he had no much time","coord det:art n v pro:per cop adj conj pro:sub v qn qn n",5482
"5051",3793118,5482,9728,"the boy was","det:art n cop",5482
"5052",3793119,5482,9736,"and they shouted out Mcdonalds","coord pro:sub v adv n:prop",5482
"5053",3793120,5482,9721,"when he tried to catch the bus I it was too late","conj pro:sub v inf v det:art n pro:per cop adv adj",5482
"5054",3793121,5482,9727,"but David didn't want to go","conj n:prop mod v inf v",5482
"5055",3793122,5482,9737,"and the mom drove them","coord det:art n v pro:obj",5482
"5056",3793123,5482,9722,"but when but I think he was jack","conj pro:sub v pro:sub cop n",5482
"5057",3793124,5482,9735,"the girl and the boy got home from school","det:art n coord det:art n aux n prep n",5482
"5058",3793125,5482,9728,"the bus gone","det:art n part",5482
"5059",3793126,5482,9724,"but she went and did it anyway","conj pro:sub v coord v pro:per adv",5482
"5060",3793127,5482,9723,"his teacher um told him he was really late for school","det:poss n v pro:obj pro:sub cop adv adj prep n",5482
"5061",3793129,5482,9734,"and so he walked","coord co pro:sub v",5482
"5062",3793130,5482,9715,"and then um we saw this one bright orange thing and and up in the air","coord adv:tem pro:sub v pro:dem pro:indef adj n n adv prep det:art n",5482
"5063",3793131,5482,9736,"so they left the house","co pro:sub v det:art n",5482
"5064",3793132,5482,9732,"mhm","co",5482
"5065",3793133,5482,9725,"and then the boy saw some aliens coming off the spaceship","coord adv:tem det:art n n qn n part prep det:art",5482
"5066",3793134,5482,9731,"but but the boy was too late","conj det:art n cop adv adj",5482
"5067",3793135,5482,9728,"and the boy late","coord det:art n adj",5482
"5068",3793136,5482,9733,"the shoelace broke","det:art adj",5482
"5069",3793138,5482,9727,"he thought it was dangerous","pro:sub v pro:per cop adj",5482
"5070",3793139,5482,9734,"and he misses the bus","coord pro:sub v det:art n",5482
"5071",3793140,5482,9737,"and and they ordered their food","coord coord pro:sub v det:poss n",5482
"5072",3793141,5482,9726,"and then the he walked to school","coord adv:tem pro:sub v prep n",5482
"5073",3793142,5482,9735,"their mom said what do you want for dinner","det:poss n v pro:int mod pro:per v prep n",5482
"5074",3793143,5482,9732,"and","coord",5482
"5075",3793144,5482,9736,"and went to Mcdonalds","coord v prep n:prop",5482
"5076",3793145,5482,9722,"jack he went and got her because and might they might be mean","n pro:sub v coord v pro:obj conj pro:sub mod cop adj",5482
"5077",3793146,5482,9728,"the teacher said that he late","det:art n v pro:rel pro:sub adj",5482
"5078",3793147,5482,9721,"the bus already left","det:art n adv adj",5482
"5079",3793149,5482,9724,"and the aliens didn't know who they were","coord det:art n mod v pro:int pro:sub cop",5482
"5080",3793150,5482,9729,"he to go to class and then he go to class and do his homework","coord adv:tem pro:sub v prep n coord v det:poss",5482
"5081",3793151,5482,9730,"he got up when his clock um alarm was on","pro:sub v adv conj det:poss n n cop adv",5482
"5082",3793152,5482,9727,"and one of the monsters was waving","coord det:num prep det:art n aux part",5482
"5083",3793154,5482,9731,"and when the boy went to school he I mean he his teacher um was was was standing at the stair","coord conj det:art n v prep n det:poss n aux part prep det:art n",5482
"5084",3793156,5482,9734,"so he is late for school","co pro:sub cop adj prep n",5482
"5085",3793157,5482,9733,"he was late","pro:sub cop adj",5482
"5086",3793158,5482,9737,"and","coord",5482
"5087",3793159,5482,9725,"and then the girl walked in","coord adv:tem det:art n v adv",5482
"5088",3793160,5482,9721,"so he walked to school","co pro:sub v prep n",5482
"5089",3793161,5482,9736,"and they went to the counter","coord pro:sub v prep det:art n",5482
"5090",3793162,5482,9726,"and his teacher said where were you","coord det:poss n v pro:rel cop pro:per",5482
"5091",3793164,5482,9728,"the boy he very sad","det:art n pro:sub adv adj",5482
"5092",3793165,5482,9735,"and they and the girl and the boy said Mcdonalds","coord det:art n coord det:art n v n:prop",5482
"5093",3793168,5482,9715,"it flew down towards us","pro:per v adv prep pro:obj",5482
"5094",3793170,5482,9737,"they forgot their purse","pro:sub v det:poss n",5482
"5095",3793171,5482,9723,"hm","",5482
"5096",3793172,5482,9724,"so they ran back into the spaceship","co pro:sub v adv prep det:art",5482
"5097",3793173,5482,9736,"and the person who works there said how much um twelve some twelve something","coord det:art n pro:rel v adv v det:num pro:indef",5482
"5098",3793174,5482,9721,"and the teacher the teacher miss lane told him that he was he was he was not on time","coord det:art n n n v pro:obj pro:rel pro:sub aux neg prep n",5482
"5099",3793175,5482,9728,"um this one","pro:dem pro:indef",5482
"5100",3793176,5482,9733,"nope","co",5482
"5101",3793177,5482,9725,"she said there really are aliens","pro:sub v adv adv aux n",5482
"5102",3793178,5482,9730,"he had breakfast until it was seven thirty","pro:sub v n prep pro:per cop det:num det:num",5482
"5103",3793179,5482,9734,"and the principal says you're late for school again","coord det:art n v pro:per adj prep n adv",5482
"5104",3793180,5482,9722,"but he got but he let but he let go of her","conj pro:sub v v prep pro:obj",5482
"5105",3793181,5482,9715,"and we saw aliens come down","coord pro:sub v n v adv",5482
"5106",3793183,5482,9723,"he um I don't know","pro:sub",5482
"5107",3793184,5482,9726,"and he said I missed the bus","coord pro:sub v pro:sub v det:art n",5482
"5108",3793185,5482,9737,"","",5482
"5109",3793186,5482,9727,"and Ashley wanted to wave back to one of them","coord n:prop v inf v adv prep pro:indef prep pro:obj",5482
"5110",3793187,5482,9728,"uh um the mom and dad and just xxx was had listened to them","det:art n coord n coord adv v v prep pro:obj",5482
"5111",3793191,5482,9723,"no","co",5482
"5112",3793192,5482,9725,"they're landing to have a picnic soon","pro:sub part inf v det:art n adv",5482
"5113",3793193,5482,9724,"and they went home","coord pro:sub v adv",5482
"5114",3793194,5482,9715,"there a was dog pink and vanilla color","adv det:art cop n adj coord n n",5482
"5115",3793196,5482,9734,"and the boy say I never g do it again","coord det:art n v pro:sub adv v pro:per adv",5482
"5116",3793197,5482,9729,"he go s say he go in late","v pro:sub v prep adj",5482
"5117",3793198,5482,9730,"he was dressing up","pro:sub aux part adv",5482
"5118",3793199,5482,9731,"and the boy said uh t um the boy said um tea I sorry I'm I'm late","det:art n v pro:sub co pro:sub adj",5482
"5119",3793200,5482,9737,"uh he woke up","pro:sub v adv",5482
"5120",3793202,5482,9732,"and","coord",5482
"5121",3793203,5482,9726,"and it was a bad day for him","coord pro:per cop det:art adj n prep pro:obj",5482
"5122",3793204,5482,9735,"they took them to Mcdonalds","pro:sub v pro:obj prep n:prop",5482
"5123",3793205,5482,9722,"and he just went off","coord pro:sub adv v adv",5482
"5124",3793206,5482,9732,"I don't know I don't know","pro:sub mod v",5482
"5125",3793207,5482,9723,"um one day um","det:num n",5482
"5126",3793208,5482,9736,"and and their mother didn't have that much money because she realized that um it was on the um table","coord det:poss n mod v pro:rel qn n conj pro:sub v pro:rel pro:per cop prep det:art n",5482
"5127",3793209,5482,9737,"and he ate breakfast","coord pro:sub v n",5482
"5128",3793210,5482,9715,"there was a kid","pro:exist cop det:art n",5482
"5129",3793211,5482,9730,"and when he tied his shoes a sh w w l a lace broke off","coord conj pro:sub v det:poss n det:art n v adv",5482
"5130",3793212,5482,9727,"and and they look like they are going to stay said David","coord pro:sub cop conj pro:sub aux part inf cop v n:prop",5482
"5131",3793213,5482,9735,"and they went to the counter","coord pro:sub v prep det:art n",5482
"5132",3793214,5482,9723,"could I make up the um","mod pro:sub v prep det:art",5482
"5133",3793215,5482,9725,"when they were taking a peek they saw the aliens","conj pro:sub aux part det:art n pro:sub v det:art n",5482
"5134",3793216,5482,9721,"and he was too late","coord pro:sub cop adv adj",5482
"5135",3793217,5482,9733,"yep","co",5482
"5136",3793219,5482,9715,"um a I mean a girl um um and a mom and a dad and a big and a big guy","pro:sub v det:art n coord det:art n coord det:art n coord det:art adj n",5482
"5137",3793220,5482,9728,"and then boy scared","coord adv:tem n part",5482
"5138",3793221,5482,9729,"don't have much time","mod v qn n",5482
"5139",3793222,5482,9726,"one sunday morning um tommy and Jamie were walking","det:num n n adj coord n:prop aux part",5482
"5140",3793223,5482,9722,"and they weren't mean","coord pro:sub cop adj",5482
"5141",3793224,5482,9734,"um there was um aliens","pro:exist cop n",5482
"5142",3793225,5482,9733,"there were aliens up in the sky","adv cop n adv prep det:art n",5482
"5143",3793226,5482,9737,"and he spilled his milk","coord pro:sub v det:poss n",5482
"5144",3793227,5482,9735,"and their mom ordered a salad","coord det:poss n v det:art n",5482
"5145",3793228,5482,9729,"he go to school","pro:sub v prep n",5482
"5146",3793230,5482,9728,"and the girl was playing with them","coord det:art n aux part prep pro:obj",5482
"5147",3793231,5482,9721,"but he tol he had told her what happened this morning","conj pro:sub aux part pro:obj pro:int v pro:dem n",5482
"5148",3793232,5482,9731,"one day the the alien went to their spaceship to go to um their world","det:num n det:art n v prep det:poss inf v prep det:poss n",5482
"5149",3793233,5482,9732,"uhuh","co",5482
"5150",3793234,5482,9725,"and they were trying to see what was going on","coord pro:sub aux part inf v pro:int aux part adv",5482
"5151",3793235,5482,9722,"they were nice","pro:sub cop adj",5482
"5152",3793236,5482,9727,"but but I don't want to go anyway","conj pro:sub mod v inf v adv",5482
"5153",3793237,5482,9734,"once they bringing um two bo one girl and a boy that went to the park","adv det:num n coord det:art n pro:rel v prep det:art n",5482
"5154",3793239,5482,9737,"and and got dressed","coord v part",5482
"5155",3793240,5482,9735,"the girl or ordered chocolate ice+cream cone","det:art n v n n",5482
"5156",3793241,5482,9729,"and he go to class","coord pro:sub v inf v",5482
"5157",3793243,5482,9730,"he missed the bus","pro:sub v det:art n",5482
"5158",3793244,5482,9726,"and tommy said stop","coord adj v n",5482
"5159",3793247,5482,9733,"the ship landeded","det:art n v",5482
"5160",3793248,5482,9736,"and and the boy wanted um a chicken burger with fries and a vanilla milkshake","coord det:art n part det:art n n prep n coord det:art n",5482
"5161",3793249,5482,9728,"and then the mom and the dad and this one they were octopus","coord adv:tem det:art n coord det:art n coord pro:dem pro:indef pro:sub aux n",5482
"5162",3793250,5482,9723,"okay","co",5482
"5163",3793251,5482,9737,"he was tying his shoes","pro:sub aux part det:poss n",5482
"5164",3793252,5482,9730,"but she shouted out to get in","conj pro:sub v adv inf v adv",5482
"5165",3793253,5482,9726,"but um sh the girl didn't want to","conj det:art n mod v prep",5482
"5166",3793254,5482,9721,"and she felt sorry","coord pro:sub v adj",5482
"5167",3793255,5482,9727,"so they ran back to their mom and dad um and told them about the aliens who were coming to earth","co pro:sub v adv prep det:poss n coord n coord v pro:obj prep det:art n pro:rel aux part prep n",5482
"5168",3793256,5482,9725,"then the alien dog was barking","adv:tem det:art adj n aux part",5482
"5169",3793257,5482,9723,"one day um Jorge and Mariah were going to looking for an alien","det:num n n:prop coord n:prop aux part prep det:art n",5482
"5170",3793258,5482,9733,"they came out","pro:sub v adv",5482
"5171",3793259,5482,9729,"that's um so can name","pro:dem adv mod v",5482
"5172",3793260,5482,9735,"and I think the boy ordered like chicken+nuggets or some or a hamburger","coord pro:sub v det:art n part det:art n",5482
"5173",3793261,5482,9737,"his lace snapped","det:poss n v",5482
"5174",3793262,5482,9715,"um and they had more legs than us","coord pro:sub v qn n prep pro:obj",5482
"5175",3793263,5482,9732,"um","",5482
"5176",3793264,5482,9721,"and she said don't be late again","coord pro:sub v mod cop adj adv",5482
"5177",3793265,5482,9731,"and they went down","coord pro:sub v adv",5482
"5178",3793266,5482,9733,"and they scared the kids","coord pro:sub v det:art n",5482
"5179",3793267,5482,9730,"but he walked to school","conj pro:sub v prep n",5482
"5180",3793269,5482,9726,"Jamie she wanted to go","n:prop pro:sub v inf v",5482
"5181",3793270,5482,9725,"then both of them ran off home and told their parents","adv:tem qn prep pro:obj v n coord v det:poss n",5482
"5182",3793272,5482,9734,"and they saw aliens coming out of the spaceship","coord pro:sub v n part adv prep det:art",5482
"5183",3793273,5482,9737,"and when t s he tried he was going on the bus","coord conj pro:sub aux part prep det:art n",5482
"5184",3793274,5482,9731,"they come out they come ou out the ship","pro:sub v adv det:art n",5482
"5185",3793275,5482,9730,"the teacher was pointing to the clock because he was late for school","det:art n aux part prep det:art n conj pro:sub cop adj prep n",5482
"5186",3793276,5482,9736,"and the mother wanted a salad","coord det:art n v det:art n",5482
"5187",3793277,5482,9723,"then some this little ship landed on the ground","adv:tem pro:dem adj n v prep det:art n",5482
"5188",3793278,5482,9728,"and the other mom","coord det:art qn n",5482
"5189",3793279,5482,9733,"and they were walking there for a picnic","coord pro:sub aux part adv prep det:art n",5482
"5190",3793280,5482,9721,"and sh and she decided not to mark her on the record","coord pro:sub v neg prep n pro:obj prep det:art n",5482
"5191",3793281,5482,9726,"and it was like a alien island","coord pro:per cop prep det:art adj n",5482
"5192",3793282,5482,9729,"it looked like a octopus","pro:per cop prep det:art n",5482
"5193",3793284,5482,9715,"and we saw bags with them that we didn't know what were in there","pro:sub v n prep pro:obj pro:rel pro:sub mod v pro:int cop prep adv",5482
"5194",3793285,5482,9728,"the boy said don't go","det:art n v mod v",5482
"5195",3793286,5482,9735,"and then they were gonna pay for it","coord adv:tem pro:sub aux part v prep pro:per",5482
"5196",3793287,5482,9725,"and then suddenly they looked back","coord adv:tem adv pro:sub cop adv",5482
"5197",3793288,5482,9734,"and there were alien people","coord adv cop adj n",5482
"5198",3793289,5482,9736,"and the sister wanted a p a um chocolate um ice+cream","coord det:art n v det:art n",5482
"5199",3793291,5482,9737,"and xxx and he was running","coord pro:sub aux part",5482
"5200",3793292,5482,9726,"s and all the aliens were getting off um a a ship","coord qn det:art n aux part prep det:art n",5482
"5201",3793293,5482,9731,"and and the the man and the wo the woman was the was walking in the bush","coord det:art n coord det:art n aux part prep det:art n",5482
"5202",3793294,5482,9738,"in the beginning um the mom asked um if they should um go to um I if they would like to go out to dinner","prep det:art n det:art n v conj pro:sub mod v inf v adv prep n",5482
"5203",3793295,5482,9733,"and they took out the food and ate","coord pro:sub v prep det:art n coord v",5482
"5204",3793296,5482,9723,"and then the these alien um some people came out","coord adv:tem qn n v adv",5482
"5205",3793298,5482,9728,"he said wait","pro:sub v co",5482
"5206",3793299,5482,9721,"since he told since he told the truth and told and told her what happened","conj pro:sub v det:art n coord v pro:obj pro:int v",5482
"5207",3793300,5482,9734,"there was the mom and a dad and a dog and a kid","pro:exist cop det:art n coord det:art n coord det:art n coord det:art n",5482
"5208",3793301,5482,9729,"the family went on the ship","det:art n v prep det:art n",5482
"5209",3793302,5482,9730,"mm let's see","",5482
"5210",3793304,5482,9725,"and then the spaceship was gone","coord adv:tem det:art aux part",5482
"5211",3793305,5482,9735,"but th they just remembered that they left the purse at home","conj pro:sub adv part pro:rel pro:sub v det:art n prep n",5482
"5212",3793306,5482,9728,"he said they they","pro:sub v pro:sub",5482
"5213",3793307,5482,9715,"um and uh c and then they co came down","adv:tem pro:sub v adv",5482
"5214",3793308,5482,9730,"what can the kids name","",5482
"5215",3793309,5482,9737,"and then he ran home ran to school","coord adv:tem pro:sub v prep n",5482
"5216",3793310,5482,9732,"and then they jump into the car they jump into the car","coord adv:tem pro:sub v prep det:art n",5482
"5217",3793311,5482,9723,"and they were weren't ordinary people","coord pro:sub cop adj n",5482
"5218",3793312,5482,9729,"and th and they go to the park","coord pro:sub v prep det:art n",5482
"5219",3793314,5482,9736,"the boy um the boy had slept very late","det:art n aux part adv adj",5482
"5220",3793316,5482,9725,"do they think it was imagination or what","mod pro:sub v pro:per cop n coord pro:int",5482
"5221",3793317,5482,9733,"the end","det:art n",5482
"5222",3793319,5482,9730,"Trevor and Jessie","",5482
"5223",3793320,5482,9726,"and then the Jamie she wanted to go see the aliens","coord adv:tem n:prop pro:sub v inf v v det:art n",5482
"5224",3793321,5482,9734,"and the dad were carrying a suitcase","coord det:art n aux part det:art n",5482
"5225",3793322,5482,9737,"and the teacher was s mad","coord det:art n aux adj",5482
"5226",3793323,5482,9731,"and when the woman was wal uh was running the the man saw the alien","coord conj det:art n aux part det:art n v det:art n",5482
"5227",3793324,5482,9723,"they had long they had more than enough legs","pro:sub v qn prep qn n",5482
"5228",3793325,5482,9721,"the end","det:art n",5482
"5229",3793326,5482,9730,"okay","co",5482
"5230",3793327,5482,9735,"he woke up late","pro:sub v adv adj",5482
"5231",3793328,5482,9715,"and and they only thing you heard was pshpshpsh","pro:sub qn n pro:per v cop chi",5482
"5232",3793329,5482,9730,"Trevor and Jessie were in this park until Jessie hears something and Trevor too","n:prop coord n:prop aux prep pro:dem n prep n:prop v pro:indef coord n:prop adv",5482
"5233",3793331,5482,9721,"Sara and mark went to the park one day","n:prop coord n v prep det:art n pro:indef n",5482
"5234",3793332,5482,9729,"and these boys and girls saw it","coord pro:dem n coord n v pro:per",5482
"5235",3793333,5482,9736,"and he tried to eat his breakfast","coord pro:sub v inf v det:poss n",5482
"5236",3793334,5482,9739,"um what was the girl's name","pro:int cop det:art n n",5482
"5237",3793335,5482,9737,"and","coord",5482
"5238",3793337,5482,9728,"um th that the dad went take all the suitcase","pro:rel det:art n v v qn det:art n",5482
"5239",3793338,5482,9734,"and a boy were carrying the dog","coord det:art n aux part det:art n",5482
"5240",3793341,5482,9738,"and they said sure","coord pro:sub v adj",5482
"5241",3793342,5482,9735,"he poured his breakfast","pro:sub v det:poss n",5482
"5242",3793344,5482,9723,"and they were purple green blue","coord pro:sub cop adj n n",5482
"5243",3793345,5482,9726,"but um tommy said no you have to stop","conj adj v co pro:per v prep n",5482
"5244",3793346,5482,9715,"and and and then um and then we we went to go look at them even closer","adv:tem pro:sub v inf v cop prep pro:obj adv adj",5482
